,Utility ID,Utility Name,Plant Code,Plant Name,State,Generator ID,Technology,Ownership,Nameplate Capacity (MW),Plant Balance,Retirement Year,Total Cost of Electricity Excluding ADIT ($/MWh),Current Designation,Predicted Retirement Year,Profits,CF Offset,Owner #1,% Owned #1,Owner #2,% Owned #2,Owner #3,% Owned #3,Owner #4,% Owned #4,Owner #5,% Owned #5
15036,1307,Basin Electric Power Coop,56609.0,Dry Fork Station,WY,01,Conventional Steam Coal,J,483.7,,,,,,,,Basin Electric Power Coop,0.929,,,,,,,,
15039,55861,Sandy Creek Energy Associates LP,56611.0,Sandy Creek Energy Station,TX,S01,Conventional Steam Coal,J,1008.0,,,,Other Remaining,,,,Lower Colorado River Authority,0.1113,Sandy Creek Energy Associates LP,0.6387,Brazos Sandy Creek Electric Coop Inc,0.25,,,,
15096,55924,"Longview Power, LLC",56671.0,Longview Power Plant,WV,MKA01,Conventional Steam Coal,W,807.5,,,,Other Remaining,,,,"Longview Intermediate Holdings C, LLC",1.0,,,,,,,,
15554,55988,Virginia Polytechnic Inst and State Unv,56785.0,Virginia Tech Power Plant,VA,WG01,Natural Gas Steam Turbine,S,6.3,,,,Other Remaining,,,,,,,,,,,,,
15555,7570,Great River Energy,56786.0,Spiritwood Station,ND,1,Conventional Steam Coal,S,106.2,,,,Other Remaining,,,,,,,,,,,,,
15584,19876,Virginia Electric & Power Co,56808.0,Virginia City Hybrid Energy Center,VA,1,Conventional Steam Coal,S,668.0,1741691200.0,2066.0,94.27837515,Other Remaining,,,,,,,,,,,,,
16048,772,Archer Daniels Midland Co,57046.0,Archer Daniels Midland Columbus,NE,GEN1,Conventional Steam Coal,S,71.4,,,,,,,-43.0,,,,,,,,,,
17320,57296,Sidney Sugars Incorporated,57914.0,Sidney MT Plant,MT,1,Conventional Steam Coal,S,2.0,,,,,,,,,,,,,,,,,
17321,57296,Sidney Sugars Incorporated,57914.0,Sidney MT Plant,MT,2,Conventional Steam Coal,S,2.0,,,,,,,,,,,,,,,,,
17322,61167,"Genesis Alkali, LLC",57915.0,Genesis Alkali,WY,1,Conventional Steam Coal,S,3.5,,,,,,,,,,,,,,,,,
17323,61167,"Genesis Alkali, LLC",57915.0,Genesis Alkali,WY,2,Conventional Steam Coal,S,3.5,,,,,,,,,,,,,,,,,
17324,61167,"Genesis Alkali, LLC",57915.0,Genesis Alkali,WY,3,Conventional Steam Coal,S,4.0,,,,,,,,,,,,,,,,,
17325,61167,"Genesis Alkali, LLC",57915.0,Genesis Alkali,WY,4,Conventional Steam Coal,S,10.0,,,,,,,,,,,,,,,,,
17326,61167,"Genesis Alkali, LLC",57915.0,Genesis Alkali,WY,5,Conventional Steam Coal,S,10.0,,,,,,,,,,,,,,,,,
17327,61167,"Genesis Alkali, LLC",57915.0,Genesis Alkali,WY,6,Conventional Steam Coal,S,10.0,,,,,,,,,,,,,,,,,
17331,57302,Sonoco Products Co,57919.0,Sonoco Products Co,SC,4,Conventional Steam Coal,S,28.0,,,,,,,,,,,,,,,,,
17336,57306,Southern Illinois University Carbondale,57928.0,SIUC,IL,GEN5,Conventional Steam Coal,S,3.5,,,,,,,,,,,,,,,,,
17345,57315,Western Sugar Cooperative,57937.0,Western Sugar Coop - Scottsbluff,NE,SCBF,Conventional Steam Coal,S,5.0,,,,,,,-90.0,,,,,,,,,,
17349,57317,Wausau Paper Middletown,57940.0,Wausau Paper Middletown,OH,G3,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
17363,57324,Michigan Sugar Company,57949.0,MSC Sebewaing,MI,1,Conventional Steam Coal,S,1.5,,,,,,,,,,,,,,,,,
17364,57324,Michigan Sugar Company,57949.0,MSC Sebewaing,MI,2,Conventional Steam Coal,S,1.0,,,,,,,,,,,,,,,,,
17552,57315,Western Sugar Cooperative,58081.0,Western Sugar Coop- Ft Morgan,CO,ATB-2,Conventional Steam Coal,S,3.0,,,,,,,,,,,,,,,,,
16038,12647,"ALLETE, Inc.",57038.0,Bison I Wind Energy Center,ND,ALL,Onshore Wind Turbine,S,36.8,609149074.0,2047.0,,,,,,,,,,,,,,,
3189,12647,"ALLETE, Inc.",1892.0,Blanchard,MN,ALL,Conventional Hydroelectric,S,6.0,6030399.596,2063.0,,,,,,,,,,,,,,,
3197,12647,"ALLETE, Inc.",1894.0,Fond Du Lac,MN,ALL,Conventional Hydroelectric,S,12.0,13139985.74,2063.0,,,,,,,,,,,,,,,
3198,12647,"ALLETE, Inc.",1895.0,Knife Falls,MN,ALL,Conventional Hydroelectric,S,0.8,1577277.511,2063.0,,,,,,,,,,,,,,,
3201,12647,"ALLETE, Inc.",1896.0,Little Falls (MN),MN,ALL,Conventional Hydroelectric,S,0.8,4298367.83,2063.0,,,,,,,,,,,,,,,
3207,12647,"ALLETE, Inc.",1897.0,M L Hibbard,MN,ALL,Wood/Wood Waste Biomass,S,35.3,20362539.36,2024.0,,,,,,,,,,,,,,,
3209,12647,"ALLETE, Inc.",1898.0,Pillager,MN,ALL,Conventional Hydroelectric,S,0.8,936825.4468,2063.0,,,,,,,,,,,,,,,
645,12647,"ALLETE, Inc.",378.0,Prairie River,MN,ALL,Conventional Hydroelectric,S,0.7,3391513.383,2063.0,,,,,,,,,,,,,,,
3211,12647,"ALLETE, Inc.",1899.0,Scanlon,MN,ALL,Conventional Hydroelectric,S,0.4,1936734.638,2063.0,,,,,,,,,,,,,,,
3187,12647,"ALLETE, Inc.",1891.0,Syl Laskin,MN,ALL,Natural Gas Steam Turbine,S,58.0,35548703.74,2030.0,,,,,,,,,,,,,,,
3215,12647,"ALLETE, Inc.",1900.0,Sylvan,MN,ALL,Conventional Hydroelectric,S,0.6,664918.1489,2063.0,,,,,,,,,,,,,,,
9101,12647,"ALLETE, Inc.",10075.0,Taconite Harbor Energy Center,MN,ALL,Conventional Steam Coal,S,84.0,55046192.05,2026.0,,,,,,,,,,,,,,,
15057,12647,"ALLETE, Inc.",56630.0,Taconite Ridge 1 Wind Energy Center,MN,ALL,Onshore Wind Turbine,S,25.0,36120879.6,2042.0,,,,,,,,,,,,,,,
3218,12647,"ALLETE, Inc.",1901.0,Thomson,MN,ALL,Conventional Hydroelectric,S,13.0,87729547.83,2063.0,,,,,,,,,,,,,,,
3224,12647,"ALLETE, Inc.",1902.0,Winton,MN,ALL,Conventional Hydroelectric,S,2.0,2391047.0209999997,2063.0,,,,,,,,,,,,,,,
3248,13781,Northern States Power Co - Minnesota,1915.0,Allen S King,MN,ALL,Conventional Steam Coal,S,598.4,416696439.2,2037.0,,,,,,,,,,,,,,,
7791,13781,Northern States Power Co - Minnesota,7237.0,Angus Anson,SD,ALL,Natural Gas Fired Combustion Turbine,S,119.7,35157088.69,2031.0,,,,,,,,,,,,,,,
3226,13781,Northern States Power Co - Minnesota,1904.0,Black Dog,MN,ALL,Natural Gas Fired Combined Cycle,S,136.9,107043145.7,2031.0,,,,,,,,,,,,,,,
8865,13781,Northern States Power Co - Minnesota,8027.0,Blue Lake,MN,ALL,Petroleum Liquids,S,56.7,40281817.74,2031.0,,,,,,,,,,,,,,,
19068,13781,Northern States Power Co - Minnesota,59200.0,Border Winds Wind Farm,ND,ALL,Onshore Wind Turbine,S,150.0,227795530.4,2040.0,,,,,,,,,,,,,,,
18431,13781,Northern States Power Co - Minnesota,58658.0,Courtenay Wind Farm,ND,ALL,Onshore Wind Turbine,S,200.0,253916305.7,2041.0,,,,,,,,,,,,,,,
15914,13781,Northern States Power Co - Minnesota,56994.0,Grand Meadow,MN,ALL,Onshore Wind Turbine,S,100.5,126125303.3,2033.0,,,,,,,,,,,,,,,
3232,13781,Northern States Power Co - Minnesota,1911.0,Hennepin Island,MN,ALL,Conventional Hydroelectric,S,2.8,16746730.39,2033.0,,,,,,,,,,,,,,,
3237,13781,Northern States Power Co - Minnesota,1912.0,High Bridge,MN,ALL,Natural Gas Fired Combined Cycle,S,197.0,289168311.7,2047.0,,,,,,,,,,,,,,,
3240,13781,Northern States Power Co - Minnesota,1913.0,Inver Hills,MN,ALL,Natural Gas Fired Combustion Turbine,S,46.8,9789061.409,2026.0,,,,,,,,,,,,,,,
3249,13781,Northern States Power Co - Minnesota,1922.0,Monticello Nuclear Facility,MN,ALL,Nuclear,S,685.0,697539017.9,2030.0,,,,,,,,,,,,,,,
16049,13781,Northern States Power Co - Minnesota,57047.0,Nobles Wind Project,MN,ALL,Onshore Wind Turbine,S,201.0,328917574.9,2035.0,,,,,,,,,,,,,,,
19069,13781,Northern States Power Co - Minnesota,59201.0,Pleasant Valley Wind Farm,MN,ALL,Onshore Wind Turbine,S,200.0,286378657.2,2040.0,,,,,,,,,,,,,,,
3250,13781,Northern States Power Co - Minnesota,1925.0,Prairie Island,MN,ALL,Nuclear,S,593.1,831870671.6,2033.0,,,,,,,,,,,,,,,
3252,13781,Northern States Power Co - Minnesota,1926.0,Red Wing,MN,ALL,Municipal Solid Waste,S,11.5,12176210.33,2027.0,,,,,,,,,,,,,,,
3254,13781,Northern States Power Co - Minnesota,1927.0,Riverside (MN),MN,ALL,Natural Gas Fired Combined Cycle,S,210.6,238050991.4,2048.0,,,,,,,,,,,,,,,
6250,13781,Northern States Power Co - Minnesota,4011.0,St Croix Falls,WI,ALL,Conventional Hydroelectric,S,2.5,1259976.303,2027.0,,,,,,,,,,,,,,,
7926,13781,Northern States Power Co - Minnesota,7378.0,United Hospital,MN,ALL,Petroleum Liquids,S,1.6,-178596.0,2017.0,,,,,,,,,,,,,,,
18313,13781,Northern States Power Co - Minnesota,58579.0,Laverne Battery,MN,ALL,Batteries,S,1.1,884538.4286,2023.0,,,,,,,,,,,,,,,
6856,19436,Union Electric Co - (MO),6153.0,Callaway,MO,ALL,Nuclear,S,1235.8,1528989091.0,2043.0,,,,,,,,,,,,,,,
1872,19436,Union Electric Co - (MO),1109.0,Keokuk,IA,ALL,Conventional Hydroelectric,S,7.6,139921936.0,2054.0,,,,,,,,,,,,,,,
3538,19436,Union Electric Co - (MO),2103.0,Labadie,MO,ALL,Conventional Steam Coal,S,573.7,727944390.8,2042.0,,,,,,,,,,,,,,,
3542,19436,Union Electric Co - (MO),2104.0,Meramec,MO,ALL,Natural Gas Steam Turbine,S,137.5,94489778.47,2022.0,,,,,,,,,,,,,,,
3548,19436,Union Electric Co - (MO),2106.0,Osage Dam,MO,ALL,Conventional Hydroelectric,S,27.5,88441015.05,2046.0,,,,,,,,,,,,,,,
6857,19436,Union Electric Co - (MO),6155.0,Rush Island,MO,ALL,Conventional Steam Coal,S,621.0,402555267.7,2045.0,,,,,,,,,,,,,,,
3556,19436,Union Electric Co - (MO),2107.0,Sioux,MO,ALL,Conventional Steam Coal,S,549.7,697749827.3,2033.0,,,,,,,,,,,,,,,
3558,19436,Union Electric Co - (MO),2108.0,Taum Sauk,MO,ALL,Hydroelectric Pumped Storage,S,204.0,114119449.7,2088.0,,,,,,,,,,,,,,,
1451,14354,PacifiCorp,825.0,Ashton,ID,ALL,Conventional Hydroelectric,S,2.7,13996696.0,2027.0,,,,,,,,,,,,,,,
1454,14354,PacifiCorp,827.0,Grace,ID,ALL,Conventional Hydroelectric,S,11.0,21394620.0,2033.0,,,,,,,,,,,,,,,
7302,14354,PacifiCorp,6459.0,Big Fork,MT,ALL,Conventional Hydroelectric,S,1.7,3304422.0,2053.0,,,,,,,,,,,,,,,
529,14354,PacifiCorp,299.0,Blundell,UT,ALL,Geothermal,S,30.7,40951561.8,2037.0,,,,,,,,,,,,,,,
13774,14354,PacifiCorp,55662.0,Chehalis Generating Facility,WA,ALL,Natural Gas Fired Combined Cycle,S,230.0,231115454.0,2043.0,,,,,,,,,,,,,,,
236,803,Arizona Public Service Co,113.0,Cholla,AZ,ALL,Conventional Steam Coal,S,113.6,325811112.0,2042.0,,,,,,,,,,,,,,,
6685,15298,Talen Montana LLC,6076.0,Colstrip,MT,ALL,Conventional Steam Coal,J,358.0,66500244.2,2046.0,,,,,,Talen Montana LLC,0.5,Puget Sound Energy Inc,0.5,,,,,,
6558,30151,"Tri-State G & T Assn, Inc",6021.0,Craig (CO),CO,ALL,Conventional Steam Coal,J,446.4,72612372.0,2034.0,,,,,,PacifiCorp,0.1928,Platte River Power Authority,0.18,Salt River Project,0.29,"Tri-State G & T Assn, Inc",0.24,,
14195,14354,PacifiCorp,56102.0,Currant Creek,UT,ALL,Natural Gas Fired Combined Cycle,S,172.0,267823250.0,2045.0,,,,,,,,,,,,,,,
5765,14354,PacifiCorp,3646.0,Cutler Hydro,UT,ALL,Conventional Hydroelectric,S,15.0,6602008.0,2024.0,,,,,,,,,,,,,,,
6455,14354,PacifiCorp,4158.0,Dave Johnston,WY,ALL,Conventional Steam Coal,S,133.6,459810368.5,2027.0,,,,,,,,,,,,,,,
16462,14354,PacifiCorp,57299.0,Dunlap,WY,ALL,Onshore Wind Turbine,S,111.0,155862060.0,2040.0,,,,,,,,,,,,,,,
4916,14354,PacifiCorp,3024.0,Eagle Point,OR,ALL,Conventional Hydroelectric,S,2.8,118060.0,2025.0,,,,,,,,,,,,,,,
13700,14354,PacifiCorp,55607.0,Foote Creek I,WY,ALL,Onshore Wind Turbine,J,41.4,9267921.0,2029.0,,,,,,,,,,,,,,,
5767,14354,PacifiCorp,3648.0,Gadsby,UT,ALL,Natural Gas Steam Turbine,S,70.5,14323476.0,2032.0,,,,,,,,,,,,,,,
15621,14354,PacifiCorp,56841.0,Glenrock,WY,ALL,Onshore Wind Turbine,S,99.0,297240264.0,2038.0,,,,,,,,,,,,,,,
15080,14354,PacifiCorp,56666.0,Goodnoe Hills,WA,ALL,Onshore Wind Turbine,S,94.0,108023922.0,2038.0,,,,,,,,,,,,,,,
5773,14354,PacifiCorp,3651.0,Granite,UT,ALL,Conventional Hydroelectric,S,2.0,1883950.0,2030.0,,,,,,,,,,,,,,,
930,15466,Public Service Co of Colorado,525.0,Hayden,CO,ALL,Conventional Steam Coal,J,190.0,29543670.0,2030.0,,,,,,PacifiCorp,0.245,Public Service Co of Colorado,0.755,,,,,,
12106,8503,Hermiston Generating Co LP,54761.0,Hermiston Generating Plant,OR,ALL,Natural Gas Fired Combined Cycle,J,106.1,90317040.0,2036.0,,,,,,,,,,,,,,,
16041,14354,PacifiCorp,57040.0,High Plains,WY,ALL,Onshore Wind Turbine,S,99.0,173412278.0,2039.0,,,,,,,,,,,,,,,
6899,14354,PacifiCorp,6165.0,Hunter,UT,ALL,Conventional Steam Coal,J,525.0,587954400.0,2042.0,,,,,,PacifiCorp,0.9375,,,,,,,,
8937,14354,PacifiCorp,8069.0,Huntington,UT,ALL,Conventional Steam Coal,S,541.3,445305120.0,2036.0,,,,,,,,,,,,,,,
8922,14354,PacifiCorp,8066.0,Jim Bridger,WY,ALL,Conventional Steam Coal,J,608.3,524351740.0,2037.0,,,,,,Idaho Power Co,0.3333,PacifiCorp,0.6667,,,,,,
519,14354,PacifiCorp,294.0,Copco 1,CA,ALL,Conventional Hydroelectric,S,10.0,4.07454e-10,2020.0,,,,,,,,,,,,,,,
14386,14354,PacifiCorp,56237.0,Lake Side Power Plant,UT,ALL,Natural Gas Fired Combined Cycle,S,203.0,281872413.0,2047.0,,,,,,,,,,,,,,,
1739,14354,PacifiCorp,987.0,Last Chance,ID,ALL,Conventional Hydroelectric,S,0.2,522240.0,2025.0,,,,,,,,,,,,,,,
14605,14354,PacifiCorp,56360.0,Leaning Juniper,OR,ALL,Onshore Wind Turbine,S,100.5,91318160.0,2036.0,,,,,,,,,,,,,,,
14750,14354,PacifiCorp,56466.0,Marengo Wind Plant,WA,ALL,Onshore Wind Turbine,S,140.4,206429504.0,2037.0,,,,,,,,,,,,,,,
5970,14354,PacifiCorp,3847.0,Merwin,WA,ALL,Conventional Hydroelectric,S,45.0,107195036.0,2058.0,,,,,,,,,,,,,,,
6459,14354,PacifiCorp,4162.0,Naughton,WY,ALL,Conventional Steam Coal,S,192.0,326213892.0,2029.0,,,,,,,,,,,,,,,
4914,14354,PacifiCorp,3020.0,Clearwater 1,OR,ALL,Conventional Hydroelectric,S,15.0,3341934.0,2038.0,,,,,,,,,,,,,,,
5777,14354,PacifiCorp,3656.0,Pioneer,UT,ALL,Conventional Hydroelectric,S,2.5,3514870.0,2030.0,,,,,,,,,,,,,,,
4922,14354,PacifiCorp,3032.0,Prospect 1,OR,ALL,Conventional Hydroelectric,S,3.8,14769590.0,2030.0,,,,,,,,,,,,,,,
4925,14354,PacifiCorp,3034.0,Prospect 3,OR,ALL,Conventional Hydroelectric,S,7.2,-616284.0,2018.0,,,,,,,,,,,,,,,
15624,14354,PacifiCorp,56843.0,Seven Mile Hill,WY,ALL,Onshore Wind Turbine,S,99.0,142970616.0,2038.0,,,,,,,,,,,,,,,
5781,14354,PacifiCorp,3659.0,Stairs,UT,ALL,Conventional Hydroelectric,S,1.0,487320.0,2030.0,,,,,,,,,,,,,,,
5974,14354,PacifiCorp,3850.0,Swift 1,WA,ALL,Conventional Hydroelectric,S,80.0,100870316.0,2058.0,,,,,,,,,,,,,,,
5782,14354,PacifiCorp,3661.0,Weber,UT,ALL,Conventional Hydroelectric,S,3.8,-3.27418e-11,2020.0,,,,,,,,,,,,,,,
6746,14354,PacifiCorp,6101.0,Wyodak,WY,ALL,Conventional Steam Coal,J,402.3,248715073.0,2039.0,,,,,,PacifiCorp,0.8,"Black Hills Power, Inc. d/b/a",0.2,,,,,,
5977,14354,PacifiCorp,3852.0,Yale,WA,ALL,Conventional Hydroelectric,S,67.0,35315452.0,2058.0,,,,,,,,,,,,,,,
1321,7140,Georgia Power Co,728.0,Yates,GA,ALL,Natural Gas Steam Turbine,S,403.7,195197505.4,2060.0,,,,,,,,,,,,,,,
6772,7140,Georgia Power Co,6124.0,McIntosh,GA,ALL,Conventional Steam Coal,S,177.6,59096115.9,2063.0,,,,,,,,,,,,,,,
6633,7140,Georgia Power Co,6051.0,Edwin I Hatch,GA,ALL,Nuclear,J,857.1,662638089.1,2056.0,,,,,,,,,,,,,,,
1144,7140,Georgia Power Co,649.0,Vogtle,GA,ALL,Nuclear,J,1160.0,748033689.9,2068.0,,,,,,,,,,,,,,,
1235,7140,Georgia Power Co,702.0,Bartletts Ferry,AL,ALL,Conventional Hydroelectric,S,15.0,53161537.47,2085.0,,,,,,,,,,,,,,,
1245,7140,Georgia Power Co,704.0,Burton Dam,GA,ALL,Conventional Hydroelectric,S,3.0,5013760.181,2062.0,,,,,,,,,,,,,,,
1247,7140,Georgia Power Co,706.0,Flint River,GA,ALL,Conventional Hydroelectric,S,1.8,8701187.721,2066.0,,,,,,,,,,,,,,,
1250,7140,Georgia Power Co,707.0,Goat Rock,AL,ALL,Conventional Hydroelectric,S,5.0,11858694.14,2048.0,,,,,,,,,,,,,,,
1273,7140,Georgia Power Co,712.0,Lloyd Shoals,GA,ALL,Conventional Hydroelectric,S,2.4,7630674.025,2043.0,,,,,,,,,,,,,,,
1290,7140,Georgia Power Co,717.0,Morgan Falls,GA,ALL,Conventional Hydroelectric,S,2.4,1989490.3190000001,2061.0,,,,,,,,,,,,,,,
1297,7140,Georgia Power Co,718.0,Nacoochee,GA,ALL,Conventional Hydroelectric,S,2.4,11035.62735,2065.0,,,,,,,,,,,,,,,
1299,7140,Georgia Power Co,719.0,North Highlands,GA,ALL,Conventional Hydroelectric,S,9.2,7326902.114,2077.0,,,,,,,,,,,,,,,
1303,7140,Georgia Power Co,720.0,Oliver Dam,GA,ALL,Conventional Hydroelectric,S,18.0,5594530.8,2078.0,,,,,,,,,,,,,,,
1307,7140,Georgia Power Co,722.0,Sinclair Dam,GA,ALL,Conventional Hydroelectric,S,22.5,8779399.5,2083.0,,,,,,,,,,,,,,,
1309,7140,Georgia Power Co,723.0,Tallulah Falls,GA,ALL,Conventional Hydroelectric,S,12.0,10946646.08,2056.0,,,,,,,,,,,,,,,
1315,7140,Georgia Power Co,724.0,Terrora,GA,ALL,Conventional Hydroelectric,S,8.0,8464497.442,2071.0,,,,,,,,,,,,,,,
1317,7140,Georgia Power Co,725.0,Tugalo,GA,ALL,Conventional Hydroelectric,S,11.2,7332223.596,2074.0,,,,,,,,,,,,,,,
6714,7140,Georgia Power Co,6087.0,Wallace Dam,GA,ALL,Hydroelectric Pumped Storage,S,52.2,193665926.0,2068.0,,,,,,,,,,,,,,,
1323,7140,Georgia Power Co,729.0,Yonah,GA,ALL,Conventional Hydroelectric,S,7.5,2612347.239,2083.0,,,,,,,,,,,,,,,
1260,7140,Georgia Power Co,710.0,Jack McDonough,GA,ALL,Natural Gas Fired Combustion Turbine,S,41.8,1045134533.0,2050.0,,,,,,,,,,,,,,,
1280,7140,Georgia Power Co,715.0,McManus,GA,ALL,Petroleum Liquids,S,55.4,-33102987.15,2046.0,,,,,,,,,,,,,,,
7032,7140,Georgia Power Co,6258.0,Wilson,GA,ALL,Petroleum Liquids,S,53.1,-2201088.474,2045.0,,,,,,,,,,,,,,,
14270,7140,Georgia Power Co,56150.0,McIntosh Combined Cycle Facility,GA,ALL,Natural Gas Fired Combined Cycle,S,281.9,345795381.3,2044.0,,,,,,,,,,,,,,,
7913,7140,Georgia Power Co,7348.0,Robins,GA,ALL,Natural Gas Fired Combustion Turbine,S,91.9,58813415.99,2052.0,,,,,,,,,,,,,,,
1326,7140,Georgia Power Co,732.0,Boulevard,GA,ALL,Petroleum Liquids,S,15.6,-834560.5556,2025.0,,,,,,,,,,,,,,,
19776,7140,Georgia Power Co,59862.0,Fort Benning Solar Facility,GA,ALL,Solar Photovoltaic,S,30.0,53491526.61,2046.0,,,,,,,,,,,,,,,
19777,7140,Georgia Power Co,59863.0,Fort Gordon Solar Facility,GA,ALL,Solar Photovoltaic,S,30.0,54387291.58,2046.0,,,,,,,,,,,,,,,
19779,7140,Georgia Power Co,59865.0,Fort Stewart Solar Facility,GA,ALL,Solar Photovoltaic,S,30.0,56164224.98,2046.0,,,,,,,,,,,,,,,
19778,7140,Georgia Power Co,59864.0,King's Bay Solar Facility,GA,ALL,Solar Photovoltaic,S,30.0,60256280.65,2046.0,,,,,,,,,,,,,,,
5943,19876,Virginia Electric & Power Co,3806.0,Surry,VA,ALL,Nuclear,S,847.5,1068466788.0,2033.0,,,,,,,,,,,,,,,
10577,19876,Virginia Electric & Power Co,50555.0,Rosemary Power Station,NC,ALL,Natural Gas Fired Combined Cycle,S,86.0,8920805.4,2026.0,,,,,,,,,,,,,,,
4620,19876,Virginia Electric & Power Co,2758.0,Roanoke Rapids,NC,ALL,Conventional Hydroelectric,S,25.0,19976681.14,2044.0,,,,,,,,,,,,,,,
8423,19876,Virginia Electric & Power Co,7838.0,Remington,VA,ALL,Natural Gas Fired Combustion Turbine,S,178.5,98717451.2,2036.0,,,,,,,,,,,,,,,
5931,19876,Virginia Electric & Power Co,3804.0,Possum Point,VA,ALL,Natural Gas Steam Turbine,S,113.6,546104346.3,2044.0,,,,,,,,,,,,,,,
11184,19876,Virginia Electric & Power Co,52118.0,Multitrade of Pittsylvania LP,VA,ALL,Wood/Wood Waste Biomass,S,45.0,21802878.93,2049.0,,,,,,,,,,,,,,,
6910,19876,Virginia Electric & Power Co,6168.0,North Anna,VA,ALL,Nuclear,J,979.7,1620111727.0,2037.0,,,,,,,,,,,,,,,
8427,19876,Virginia Electric & Power Co,7839.0,Ladysmith,VA,ALL,Natural Gas Fired Combustion Turbine,S,178.5,215443901.1,2044.0,,,,,,,,,,,,,,,
7617,19876,Virginia Electric & Power Co,7032.0,Gravel Neck,VA,ALL,Petroleum Liquids,S,16.3,24533566.67,2025.0,,,,,,,,,,,,,,,
12288,19876,Virginia Electric & Power Co,54844.0,Gordonsville Energy LP,VA,ALL,Natural Gas Fired Combined Cycle,S,97.2,19709373.33,2028.0,,,,,,,,,,,,,,,
4616,19876,Virginia Electric & Power Co,2756.0,Gaston,NC,ALL,Conventional Hydroelectric,S,44.4,21966419.14,2044.0,,,,,,,,,,,,,,,
11146,19876,Virginia Electric & Power Co,52087.0,Elizabeth River Power Station,VA,ALL,Natural Gas Fired Combustion Turbine,S,129.6,16928187.33,2028.0,,,,,,,,,,,,,,,
7779,19876,Virginia Electric & Power Co,7212.0,Darbytown,VA,ALL,Natural Gas Fired Combustion Turbine,S,92.1,24875626.8,2026.0,,,,,,,,,,,,,,,
5914,19876,Virginia Electric & Power Co,3798.0,Cushaw,VA,ALL,Conventional Hydroelectric,S,1.5,4196264.727,2038.0,,,,,,,,,,,,,,,
5927,19876,Virginia Electric & Power Co,3803.0,Chesapeake,VA,ALL,Petroleum Liquids,S,16.3,-9248838.0,2017.0,,,,,,,,,,,,,,,
5904,19876,Virginia Electric & Power Co,3796.0,Bremo Bluff,VA,ALL,Natural Gas Steam Turbine,S,69.0,-18573991.3,2018.0,,,,,,,,,,,,,,,
10979,19876,Virginia Electric & Power Co,50966.0,Bellmeade Power Station,VA,ALL,Natural Gas Fired Combined Cycle,S,110.0,37064146.0,2028.0,,,,,,,,,,,,,,,
15581,19876,Virginia Electric & Power Co,56807.0,Bear Garden,VA,ALL,Natural Gas Fired Combined Cycle,S,145.0,552487230.2,2047.0,,,,,,,,,,,,,,,
6904,19876,Virginia Electric & Power Co,6167.0,Bath County,VA,ALL,Hydroelectric Pumped Storage,J,477.0,415917128.7,2035.0,,,,,,,,,,,,,,,
14012,19876,Virginia Electric & Power Co,55939.0,Warren County,VA,ALL,Natural Gas Fired Combined Cycle,S,297.5,907276716.8,2050.0,,,,,,,,,,,,,,,
17832,19876,Virginia Electric & Power Co,58260.0,Brunswick County Power Station,VA,ALL,Natural Gas Fired Combined Cycle,S,297.5,794817352.9,2050.0,,,,,,,,,,,,,,,
6550,3046,Duke Energy Progress - (NC),6014.0,Brunswick Nuclear,NC,ALL,Nuclear,S,1001.6,1134430306.0,2036.0,,,,,,,,,,,,,,,
6552,3046,Duke Energy Progress - (NC),6015.0,Harris,NC,ALL,Nuclear,S,950.9,1827010109.0,2046.0,,,,,,,,,,,,,,,
5211,3046,Duke Energy Progress - (NC),3251.0,H B Robinson,SC,ALL,Nuclear,S,768.6,459307429.8,2030.0,,,,,,,,,,,,,,,
4538,3046,Duke Energy Progress - (NC),2707.0,Blewett,NC,ALL,Conventional Hydroelectric,S,3.2,28439701.91,2055.0,,,,,,,,,,,,,,,
4548,3046,Duke Energy Progress - (NC),2710.0,Marshall Dam,NC,ALL,Conventional Hydroelectric,S,2.5,5546470.444,2035.0,,,,,,,,,,,,,,,
4554,3046,Duke Energy Progress - (NC),2714.0,Tillery,NC,ALL,Conventional Hydroelectric,S,22.0,23375705.32,2055.0,,,,,,,,,,,,,,,
4558,3046,Duke Energy Progress - (NC),2715.0,Walters,NC,ALL,Conventional Hydroelectric,S,36.0,25048062.66,2034.0,,,,,,,,,,,,,,,
5200,3046,Duke Energy Progress - (NC),3250.0,Darlington County,SC,ALL,Natural Gas Fired Combustion Turbine,S,66.8,2.3283099999999997e-10,2020.0,,,,,,,,,,,,,,,
8340,3046,Duke Energy Progress - (NC),7805.0,Sherwood H Smith Jr Energy Complex,NC,ALL,Natural Gas Fired Combustion Turbine,S,199.4,763266221.9,2041.0,,,,,,,,,,,,,,,
4561,3046,Duke Energy Progress - (NC),2716.0,W H Weatherspoon,NC,ALL,Petroleum Liquids,S,39.7,-386222.9041,2024.0,,,,,,,,,,,,,,,
18474,3046,Duke Energy Progress - (NC),58697.0,L V Sutton Combined Cycle,NC,ALL,Natural Gas Fired Combined Cycle,S,288.0,458481951.5,2053.0,,,,,,,,,,,,,,,
17757,3046,Duke Energy Progress - (NC),58215.0,Lee Combined Cycle Plant,NC,ALL,Natural Gas Fired Combined Cycle,S,180.0,610774147.0,2052.0,,,,,,,,,,,,,,,
